ARTICULO;DESCRIPCION;PROVEEDOR;NOMBRE;STOCK;IMPORTE
QR4;ESENCIA LIMON 24/12CC;QR4;PONTEVICUS, S. L.;1;32,88
QR5;ESENCIA ANIS 12/20ML;QR5;PONTEVICUS, S. L.;2;18,6
QR6;MIEL GRANJA S FRANCISCO 1/500g;QR6;PONTEVICUS, S. L.;4;3,74
QR7;PELADILLAS NAVIDAD;QR7;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;39;1,08
QR9;AROMA MAGGI 1/200ML;QR9;CARMAR-MARITIMA ESTRECHO LOGIST.SAU;20;0,78
QS3;JABON MANOS 10KG;QS3;MARAVI COMERCIAL-ANA SUAREZ VAQUEZ;4;5,55
QS4;LIMPIA PLANCHAS CONCETR. 12KG;QS4;MARAVI COMERCIAL-ANA SUAREZ VAQUEZ;2;22,57
QS5;TOMATE FRITO LATA 1/400GR;QS5;PONTEVICUS, S. L.;86;0,33
QS5;TOMATE FRITO LATA 1/400GR;QS5;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;60;0,36
QS7;ALUBIA ROJA COCIDA FCO.12/KG;QS7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1;11,4
QS7;ALUBIA ROJA COCIDA FCO.12/KG;QS7;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;9;7,8
QS8;ALUBIA PINTA COCIDA FCO.12/KG;QS8;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;2;7,8
QS9;GARBANZO CASTELLANO 1/KG;QS9;NUDISCO S.L.;60;1,08
QS9;GARBANZO CASTELLANO 1/KG;QS9;PONTEVICUS, S. L.;7;1,95
QT0;GARBANZO COCIDO BOTE 12/KG;QT0;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;1;6,6
QT1;MAIZ DULCE GRANO 12/500GRS;QT1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1;5,4
QT3;CINTA CASIO XR-9WER1;QT3;CUVIPAPER, S. L.;1;14,26
QT4;JAMON SERRANO RESERVA;QT4;PONTEVICUS, S. L.;1;11,4
QT4;JAMON SERRANO RESERVA;QT4;DIMERCA-DISTRIB. MERA Y CARMES S.L.;5;6,66
QT5;CALDO POLLO GALLINA BLANCA 12P;QT5;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;4;1,18
QT6;CALDO PESCADO BRICK 12/1LT;QT6;PONTEVICUS, S. L.;2;8,76
QT7;NATA COCINAR 1/200ML;QT7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;24;1,08
QT7;NATA COCINAR 1/200ML;QT7;PONTEVICUS, S. L.;32;0,98
QT8;SALCHICHAS FRANKFURT 15/420GR.;QT8;DIMERCA-DISTRIB. MERA Y CARMES S.L.;43;14,63
QT9;SAL FOMENTO SACOS 25 KILOS;QT9;VICENTE SUAREZ Y CIA, S.L.;6404;0,13
QU0;POLVORON 700GR;QU0;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;2,53
QU0;POLVORON 700GR;QU0;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;199;2,91
QU1;GALLETAS SURTIDAS 1/420GRS;QU1;MERCASH SAR, S. L.;1;2,95
QU1;GALLETAS SURTIDAS 1/420GRS;QU1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;8;2,49
QU1;GALLETAS SURTIDAS 1/420GRS;QU1;PONTEVICUS, S. L.;8;2,85
QU2;TONICA SCHWEPPES BOT. 24/200ML;QU2;PONTEVICUS, S. L.;2;16,39
QU3;CUBO BASURA 120LT C/RUED VERDE;QU3;MAFERGA, S.A.;1;48,15
QU4;CUBO BASURA 120LT C/RUED AMARI;QU4;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;81,67
QU4;CUBO BASURA 120LT C/RUED AMARI;QU4;MAFERGA, S.A.;1;48,15
QU5;CUBO BASURA 120LT C/RUED ROJA;QU5;MAFERGA, S.A.;2;48,15
QU6;GOMA ESTIRABLE PEQUE¥A 100;QU6;EMBARBOX - EMBALAJES ARMANDO, S. L.;49;6,45
QU7;QUESO D.O. ARZUA-ULLOA 1KG;QU7;MERCASH SAR, S. L.;9;5,64
QU7;QUESO D.O. ARZUA-ULLOA 1KG;QU7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;1;6,25
QU7;QUESO D.O. ARZUA-ULLOA 1KG;QU7;DIMERCA-DISTRIB. MERA Y CARMES S.L.;27;4,88
QU8;VINO MOSCATEL DORADO 1/1LT;QU8;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;3;2,39
QU9;HILO COCINA BRIDAR;QU9;ENA-EFCT.NAVALES del ATLANTICO SL;8;558
QV0;ANZUELO 17/0 INOX TORC ANC/100;QV0;ENTREPOT NAVAL, S. L.;1;49
QV1;HILO NYLON ROJO 4mm;QV1;PASAXE Suministros Navales, S. L.;4;7,5
QV1;HILO NYLON ROJO 4mm;QV1;PAMPILLON CORDELERIAS, S.L.;2;9,5
QV3;REMOLACHA RODAJA FCO 12/195GR;QV3;PONTEVICUS, S. L.;1;7,2
QV4;CUBO BASURA 120LT C/RUEDAS COL;QV4;PLASTIPON U.E. S.L.;2;47,95
QV4;CUBO BASURA 120LT C/RUEDAS COL;QV4;FERRETERIA PLAZA, S. L.;4;94,63
QV5;YOGURT PASC. 125G PK4 COCO;QV5;QUALIANZA SER. INT. DIST. S.L.U.;27;1,45
QV7;GALLETAS MARBU DORADA 1/800gr;QV7;MERCASH SAR, S. L.;30;1,73
QV7;GALLETAS MARBU DORADA 1/800gr;QV7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;0,99
QV8;GALLETAS DANESAS KELSEN 1/454G;QV8;PONTEVICUS, S. L.;88;2,44
QV9;TARTA NW.MILANESA 1/1500ML;QV9;BECOGALIA AFINES S.L.(LOPEZ FREIRE);237;2,57
QW0;NUEZ 1/400GR.;QW0;PONTEVICUS, S. L.;12;2,47
QW0;NUEZ 1/400GR.;QW0;COMERCIAL VALQUIN, S. L.;203;2,55
QW0;NUEZ 1/400GR.;QW0;QUIVAL, S. A.;269;2,29
QW2;GALLETAS BARQUILLO 150GR;QW2;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;2;1,79
QW2;GALLETAS BARQUILLO 150GR;QW2;PONTEVICUS, S. L.;2;0,44
QW3;SACARINA 500 COMPRIMIDOS;QW3;MERCASH SAR, S. L.;37;1,47
QW4;SALSA BARBACOA 12/340GRS;QW4;PONTEVICUS, S. L.;7;11,61
QW5;PIMIENTO PIQ. RELLENO 1/500GR;QW5;PONTEVICUS, S. L.;2;1,99
QW6;ESPARRAGOS FCO 6/8 D.O.NAVARRA;QW6;PONTEVICUS, S. L.;4;6,5
QW6;ESPARRAGOS FCO 6/8 D.O.NAVARRA;QW6;DIMERCA-DISTRIB. MERA Y CARMES S.L.;30;5,7
QW7;CENTRO JAMON BODEGA S/H;QW7;DIMERCA-DISTRIB. MERA Y CARMES S.L.;4;8,62
QW8;CHORIZO VELA EXTRA PICANTE;QW8;DIMERCA-DISTRIB. MERA Y CARMES S.L.;7;4,45
QX1;BATERIA HIGH-TECH TC10 100AH;QX1;VIACUMAR, S. L.;2;111,15
QX3;PANTALON CHANDAL FELPA;QX3;MERPIVI COMERCIAL  S.L.;5;10,3
QX9;CANELA MOLIDA 300GR;QX9;PRODUCTOS JAUJA,S.A.;1;2,04
QY0;TANZA 4.00 CELESTE FILKELME 5M;QY0;A POUTADA, S. L.;3;6,25
QY2;AMBIENT. COOPERMATIC+REC.;QY2;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;11;3,3
QY2;AMBIENT. COOPERMATIC+REC.;QY2;PONTEVICUS, S. L.;3;1,4
QY3;MIEL BOTE 800GRS;QY3;PONTEVICUS, S. L.;6;7,99
QY4;ARROZ VAPORIZADO 1/KG;QY4;MERCASH SAR, S. L.;695;1,26
QY4;ARROZ VAPORIZADO 1/KG;QY4;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;467;0,93
QY4;ARROZ VAPORIZADO 1/KG;QY4;PONTEVICUS, S. L.;652;1,13
QY4;ARROZ VAPORIZADO 1/KG;QY4;ARROZUA S.C. AND;12;0,82
QY5;LECHE ENTERA 6/1.5LTS;QY5;PONTEVICUS, S. L.;114;5,09
QY7;CHAQUETON AGUA FINO AMAR. T/52;QY7;ENTREPOT NAVAL, S. L.;10;12,99
QY9;PI¥ONES FRESCOS KILO;QY9;FRUTAS RAIBAL, S.L.;2;39
QZ2;SACARINA 100 COMPRIMIDOS;QZ2;PONTEVICUS, S. L.;24;1,59
QZ4;MOSQUETON 20X80 S/BL L C/100;QZ4;ENA-EFCT.NAVALES del ATLANTICO SL;26;19
QZ5;BOTAS SEGURIDAD PANTER HEVILLA;QZ5;FERNANDO ESCOLA, C.B.;1;40,53
QZ6;MALETA 4 RUEDAS VIAJE;QZ6;TEN HOME PLUS CORUXO S.L.;2;21,45
QZ7;ALUBIA COCIDA FRASCO 1/400GRS;QZ7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;0,65
QZ9;PINCHO MORUNO PALILLOS INOX;QZ9;FERRETERIA PLAZA, S. L.;9;0,2
Q¥0;CARTUCHO IMPRESORA 16XL CIAN;Q¥0;NEXO EQUIPAMIENTO MODULAR OFICINAS;5;54,39
Q¥0;CARTUCHO IMPRESORA 16XL CIAN;Q¥0;PAZ-DISMAC, S.L.;2;14,2
Q¥1;CARTUCHO IMPRESORA 16XL AMARIL;Q¥1;NEXO EQUIPAMIENTO MODULAR OFICINAS;5;54,39
Q¥1;CARTUCHO IMPRESORA 16XL AMARIL;Q¥1;PAZ-DISMAC, S.L.;2;14,2
Q¥2;CARTUCHO IMPRESORA 16XL MAGENT;Q¥2;NEXO EQUIPAMIENTO MODULAR OFICINAS;5;54,39
Q¥2;CARTUCHO IMPRESORA 16XL MAGENT;Q¥2;PAZ-DISMAC, S.L.;2;14,2
Q¥4;CAJA CARTON 1200x800x600 MED;Q¥4;EMBARBOX - EMBALAJES ARMANDO, S. L.;7;10,5
Q¥6;OLLA INOX GOURMET 24CM;Q¥6;FERRETERIA PLAZA, S. L.;1;39,61
Q¥6;OLLA INOX GOURMET 24CM;Q¥6;MAFERGA, S.A.;1;45,8
Q¥7;CHULETAS TERNERA CONGELADAS;Q¥7;CHOLO CARNICAS, S. L.;231;6,57
Q¥7;CHULETAS TERNERA CONGELADAS;Q¥7;VENDISFRIG, S.L.;22;7,62
Q¥7;CHULETAS TERNERA CONGELADAS;Q¥7;V.R.FABRICA DE EMBUTIDOS S.L.;87;9,06
Q¥8;CARNE ASAR FRESCA-AGUJA TERNER;Q¥8;CHOLO CARNICAS, S. L.;2;5,9
Q¥8;CARNE ASAR FRESCA-AGUJA TERNER;Q¥8;V.R.FABRICA DE EMBUTIDOS S.L.;4;6,96
Q¥9;BOLA DE LOMO-BABILLA TERNERA;Q¥9;MERCASH SAR, S. L.;1;10,8
Q¥9;BOLA DE LOMO-BABILLA TERNERA;Q¥9;VENDISFRIG, S.L.;78;5,48
R01;PASTEL QUESO ROYAL 335GRS;R01;MERCASH SAR, S. L.;75;2,22
R01;PASTEL QUESO ROYAL 335GRS;R01;PONTEVICUS, S. L.;71;2,45
R02;ALBAHACA 300GRS;R02;DISTRIBUCIONES LORRI C.B.;3;3,6
R02;ALBAHACA 300GRS;R02;PRODUCTOS JAUJA,S.A.;1;1,89
R03;ALCACHOFAS 12/500GRS;R03;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;9;16,2
R04;GALLETAS NAPOLITANA 10/500GRS;R04;MERCASH SAR, S. L.;10;18,75
R04;GALLETAS NAPOLITANA 10/500GRS;R04;PONTEVICUS, S. L.;6;22,3
R07;GALLETAS R/CHOCO PRINC.24/100G;R07;VARIOS;1;21,2
R08;NARANJAS;R08;FRUTAS RAIBAL, S.L.;13;1,06
R08;NARANJAS;R08;VARIOS;7;0,04
R09;CAFE SOLUBLE DESCAFEIN. 1/200g;R09;PONTEVICUS, S. L.;627;2,34
R10;ANZUELO 17/0 REV.GALV ANC/50Un;R10;O.MUSTAD&SON PORTUGAL LDA;1;10,5
R12;BOBINA DE PAPEL 2X500MTS.;R12;PONTEVICUS, S. L.;7;14,8
R13;LAVAVAJILLAS 12/1500ML;R13;PONTEVICUS, S. L.;50;8,4
R14;ESTROPAJO NIQUEL NANAS C/24;R14;PONTEVICUS, S. L.;5;18,96
R14;ESTROPAJO NIQUEL NANAS C/24;R14;VARIOS;2;18,96
R15;FILM TRANSPARENTE 300MTS.;R15;PONTEVICUS, S. L.;12;6,1
R17;TANZA 1.10 NEUTRA PT 1/500mt;R17;CADILHE & SANTOS LDA;44;5,6
R18;TOMATE NATURAL ENTERO 12/KILO;R18;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;87;10,66
R20;FREGONA VILEDA TIRAS RECAMBIO;R20;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;34;1,15
R22;AQUARIUS LIMON LATA 24/33cc;R22;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;3;13,68
R23;CAPSULAS MAGDALENA 200UNDS;R23;PONTEVICUS, S. L.;5;1,87
R24;PURE DE PATATAS MAGGI 2KG.;R24;CASH GALICIA, S. L.;98;6,62
R28;CUCHILLO ARCOS Ref/280604;R28;ARCOS HERMANOS, S.A.;24;10,24
R29;TIJERA COCINA ARCOS Ref/185300;R29;ARCOS HERMANOS, S.A.;45;10,6
R35;ZAMBURI¥A SALSA VIEIRA OL-120;R35;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;574;1,35
R36;TOMATE TRITURADO 24/500gr;R36;PONTEVICUS, S. L.;1;9,12
R37;PASTEL MOUSSE VARIADO 600GRS;R37;MERCASH SAR, S. L.;4;4,27
R37;PASTEL MOUSSE VARIADO 600GRS;R37;CALDOS DEL NORTE, S.L.;2;3,1
R37;PASTEL MOUSSE VARIADO 600GRS;R37;ENTREPOT NAVAL VILLAGARCIA;7;4,11
R38;ESPECIAS SURTIDAS 6/45GRS;R38;DISTRIBUCIONES LORRI C.B.;4;8,1
R38;ESPECIAS SURTIDAS 6/45GRS;R38;PRODUCTOS JAUJA,S.A.;3;2,04
R38;ESPECIAS SURTIDAS 6/45GRS;R38;ENTREPOT NAVAL VILLAGARCIA;3;2,88
R39;PIMENTON DULCE B.I.;R39;DISTRIBUCIONES LORRI C.B.;9;5,24
R39;PIMENTON DULCE B.I.;R39;PRODUCTOS JAUJA,S.A.;22;4,89
R40;ACEITUNAS NEGRAS 12/200GRS.;R40;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;2;7,2
R41;LEJIA 6/2LT;R41;PONTEVICUS, S. L.;6;3,08
R43;PAPEL HIGIENICO F/12 Rollos;R43;MERCASH SAR, S. L.;1;3,19
R43;PAPEL HIGIENICO F/12 Rollos;R43;VARIOS;7;0,99
R44;BAYETA SPONTEX N/3;R44;PONTEVICUS, S. L.;2;1,6
R60;GELATINA ROYAL LIMON 1/170gr;R60;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;120;1,49
R61;GELATINA ROYAL FRESA 1/170gr;R61;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;86;1,49
R62;SALSA KETCHUP 1/300gr;R62;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;60;0,7
R63;HARINA PAQUETE KILO;R63;PONTEVICUS, S. L.;2054;0,6
R66;BOLSA ARPILLERA;R66;PLASEXPANDIDO, S.L.;95;0,23
R67;PIMENTON DULCE LATA 500gr;R67;PRODUCTOS JAUJA,S.A.;7;3,09
R68;PIMENTON PICANTE LATA 500gr;R68;DISTRIBUCIONES LORRI C.B.;19;3,91
R68;PIMENTON PICANTE LATA 500gr;R68;PRODUCTOS JAUJA,S.A.;90;2,73
R71;LUZ EESL VERDE C/50 Und;R71;EESL- ELECTRONICA EUTIMIO,SL;5;145
R73;LUZ EESL VERDE/AZUL C/50 Und;R73;ENTREPOT NAVAL, S. L.;2;145
R76;ESCOBA "IBERICA SUPER 86" S/M;R76;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;59;0,89
R79;DETERGENTE ROPA POLVO 10 KG;R79;TESIS GALICIA S.L.;50;8,6
R81;GRAPA ALUMINIO 3.6x18 C/500und;R81;I.M. DIAZ, S.L.;5;16,96
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;CASH GALICIA, S. L.;2;21
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;MONTI¥O RAMIRO MARTINEZ, S. L.;2;589,98
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;MERCASH SAR, S. L.;902;25,92
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;51;12,97
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;PONTEVICUS, S. L.;1417;69,47
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;SERVIAL,DISTRIBUCIONES EXCLUVAS SL;188;641,06
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;TECNICARTON, S. L.;50;9,5
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;DIMERCA-DISTRIB. MERA Y CARMES S.L.;40;219,64
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;FRUTAS RAIBAL, S.L.;10;408,29
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;COM. REYVI DE PANAD. Y PASTEL.,S.L.;14;211,05
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;LA COCHURA LEGUMBRES, S. L.;7;477,11
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;DISTRIBUCIONES LORRI C.B.;95;52,72
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;ACEITES ABRIL, S.L.;13;3,87
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;CALDOS DEL NORTE, S.L.;12;124,28
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;TOSCAF, S. A. (Caf‚s Coty);865;3,4
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;DISMAVI, S. L.;1;471,14
R83;ARTICULOS/VIVERES DIVERSOS VL;R83;PRODUCTOS JAUJA,S.A.;21;119,37
R84;MATACUCARACHAS FRASCO 400ml;R84;PONTEVICUS, S. L.;40;1,65
R87;TANZA 1.30 NEUTRA PT 1/500mt;R87;CADILHE & SANTOS LDA;7;5,45
R88;FUNDA RAFIA TUBULAR 60cm;R88;IBERSACO, S. A.;33;3,08
R89;FUNDA RAFIA TUBULAR 35cm;R89;IBERSACO, S. A.;70;2,98
R90;FUNDA RAFIA TUBULAR 50cm;R90;IBERSACO, S. A.;42;3,08
R91;BOLSA BASURA 85x105-R/10 COMUN;R91;IRAGO, EXCLUSIVAS Y DISTRIBUC. S.A.;598;0,79
R92;SOPAS PREPARADAS C/24 Sobres;R92;CALDOS DEL NORTE, S.L.;55;6,73
R97;ATALAZO GALVANIZADO 8cm R/5000;R97;EGALSA-ENVASES DE GALICIA, S. A.;1;27,67
R99;CALDO CARNE 12 PAST. C/24 PAQ.;R99;CALDOS DEL NORTE, S.L.;1;8,89
RA3;PASTA LASA¥A AL HUEVO 1/290GR;RA3;MERCASH SAR, S. L.;38;1,09
RA3;PASTA LASA¥A AL HUEVO 1/290GR;RA3;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;14;1
RA4;CUERDA NYLON CORRED. 18mm/100m;RA4;PAMPILLON CORDELERIAS, S.L.;24.5;5,25
RA5;GANCHO SEGURIDAD OBK 7/8-10;RA5;EFECTOS NAVALES FERNANDEZ VILA, SL.;3;53,9
RA6;CUERDA NYLON 20mm/200mt;RA6;PAMPILLON CORDELERIAS, S.L.;58;2,2
RA7;LIMPIABARRO FELPUDO 40X60;RA7;TEN HOME PLUS CORUXO S.L.;12;3,26
RA7;LIMPIABARRO FELPUDO 40X60;RA7;MAFERGA, S.A.;6;8,75
RA8;BARRE¥O/TINA PLAST. 10LT;RA8;MAFERGA, S.A.;2;2,02
RA9;CEPILLO PLANCHA PLASTIK;RA9;FERRETERIA PLAZA, S. L.;8;1,35
RB2;BOYA AUTOMATICO C/SOP.Y RABIZA;RB2;VIGO-COAST, S.L.;2;16,07
RB3;PINTURA IMPRIMACION 0.75LT.;RB3;DITEGA-DIST.ALTA TEG. GALICIA S.L.;2;14,73
RB7;WHISKY J&B BOTELLA 70CL;RB7;MERCASH SAR, S. L.;22;11,57
RB7;WHISKY J&B BOTELLA 70CL;RB7;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;9;8,73
RB7;WHISKY J&B BOTELLA 70CL;RB7;PONTEVICUS, S. L.;21;8,79
RC0;QUESO RALLADO/POLVO 1/150GR;RC0;MERCASH SAR, S. L.;30;1,18
RC0;QUESO RALLADO/POLVO 1/150GR;RC0;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;12;1,22
RC0;QUESO RALLADO/POLVO 1/150GR;RC0;PONTEVICUS, S. L.;10;1,2
RC2;MUFFIN NARANJA C/20U;RC2;CARLOS M.ALVAREZ-DISTRIBUCIONES SL;2;10,91
RC3;MUFFIN NUECES C/20U;RC3;CARLOS M.ALVAREZ-DISTRIBUCIONES SL;2;10,91
RC4;MUFFIN ZANAHORIA C/20U;RC4;CARLOS M.ALVAREZ-DISTRIBUCIONES SL;1;10,91
RC5;MUFFIN CARAMELO C/20U;RC5;CARLOS M.ALVAREZ-DISTRIBUCIONES SL;1;10,91
RC6;COLCHON ESPUMA C. ROCA 75X180;RC6;COLCHONERIA MARCO, S. L.;7;34
RC7;CABEZA JABALI;RC7;DIMERCA-DISTRIB. MERA Y CARMES S.L.;2;5,09
RC8;CORTINA LITERA 190x70CM C/RIEL;RC8;CARPINTERIA NAVAL NIETO S.L.;3;74,54
RC9;TAPA TERNERA FRESCA;RC9;V.R.FABRICA DE EMBUTIDOS S.L.;4;5,51
RD1;COCIDO MADRILE¥O LATA 1/440GR.;RD1;CARREFOUR VIGO;20;1,33
RD2;BOTAS BEKINA LIGERA T/41;RD2;SEVEN SEAS MARITIME SERVICES SPAIN;3;25
RD2;BOTAS BEKINA LIGERA T/41;RD2;MERPIVI COMERCIAL  S.L.;2;51
RD2;BOTAS BEKINA LIGERA T/41;RD2;ENTREPOT NAVAL, S. L.;9;51,22
RD3;GALLETAS SURTIDO GULLON 1/564G;RD3;MERCASH SAR, S. L.;6;2,52
RD3;GALLETAS SURTIDO GULLON 1/564G;RD3;PONTEVICUS, S. L.;100;2,2
RD4;CAFE SOLUBLE NESCAFE 1/200GR;RD4;MERCASH SAR, S. L.;4;3,45
RD5;MULTINFUSION POMPADUR C/20sobr;RD5;CASH GALICIA, S. L.;30;2,09
RD5;MULTINFUSION POMPADUR C/20sobr;RD5;PONTEVICUS, S. L.;150;1,74
RD9;TANZA 3.60 ROJO PT 1/500mt;RD9;CADILHE & SANTOS LDA;4;5,45
RE0;CHISTORRA 15/200GR.;RE0;DIMERCA-DISTRIB. MERA Y CARMES S.L.;13;17,96
RE1;GOMA BORRAR 445 MILAN;RE1;PAZ-DISMAC, S.L.;7;0,1
RE2;LEVADURA ROYAL 5Sob.80grs Paq.;RE2;MERCASH SAR, S. L.;39;1,42
RE3;CUERDA POLY-STEEL 14mm/50mt;RE3;PAMPILLON CORDELERIAS, S.L.;1;2,85
RE5;PAPEL COCINA FOXY MEGA DUPLOS;RE5;MERCASH SAR, S. L.;4;1,45
RE6;MOSQUETON 3.5x125 PL/80gr-25ud;RE6;PASAXE Suministros Navales, S. L.;20;35
RE7;ACEITE MOTOR BIDON 15W40 208L;RE7;PETROCABLE S.L.;5;381,57
RE8;ALTAVOZ BOCINA EXPONENCIAL 30W;RE8;EESL- ELECTRONICA EUTIMIO,SL;4;64,13
RE9;PLANCHA HOJALDRE 40x60 C/10Und;RE9;FANDICOSTA, S. A.;13;31,31
RE9;PLANCHA HOJALDRE 40x60 C/10Und;RE9;BONFRIG FDC ULTRACONGELADOS S.A.;28;30,45
RF0;PIMENTON PICANTE LATA 500gr;RF0;DISTRIBUCIONES LORRI C.B.;4;3,5
RF2;HILO NYLON ROJO B/3;RF2;PAMPILLON CORDELERIAS, S.L.;2;9,5
RF3;SOPA POLLO C/FIDEOS C/19 Sob.;RF3;MERCASH SAR, S. L.;2;9,5
RF4;PINTURA AZUL 5LT;RF4;DITEGA-DIST.ALTA TEG. GALICIA S.L.;5;64,69
RF5;POLVORON ESTUCHE 300GRS;RF5;MERCASH SAR, S. L.;11;2,35
RF6;GUANTES SOLDADOR LARGO;RF6;FERNANDO ESCOLA, C.B.;6;6,58
RF7;GRAPA ALUMINIO 2.3x18 C/1000un;RF7;ENA-EFCT.NAVALES del ATLANTICO SL;100;12,2
RF7;GRAPA ALUMINIO 2.3x18 C/1000un;RF7;PASAXE Suministros Navales, S. L.;15;23
RF7;GRAPA ALUMINIO 2.3x18 C/1000un;RF7;A POUTADA, S. L.;15;18,22
RF7;GRAPA ALUMINIO 2.3x18 C/1000un;RF7;ENTREPOT NAVAL, S. L.;37;24,07
RF8;FILTRO ACEITE LF3970;RF8;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;8;20,64
RF9;FILTRO GASOIL;RF9;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;1;16,1
RG1;FABADA ASTURIANA LATA 865GRS;RG1;MERCASH SAR, S. L.;7;2,97
RG1;FABADA ASTURIANA LATA 865GRS;RG1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;36;2,52
RG2;CARTUCHO IMPRESORA 301XL NEGRO;RG2;PAZ-DISMAC, S.L.;1;29,2
RG3;GANCHO G-TRI-5S;RG3;TRIDENTE, S. L.;2;34,75
RG9;COBERTURA CHOCO C/LECHE 2.5KG;RG9;MERCASH SAR, S. L.;52;18,33
RG9;COBERTURA CHOCO C/LECHE 2.5KG;RG9;PONTEVICUS, S. L.;3;18,23
RH0;PASTA ESPIRAL VEGETAL 5KG;RH0;PONTEVICUS, S. L.;8;6,99
RH1;GANCHO BICH.C/TUBO INX 10LARGO;RH1;JUMAR COMERCIAL-JUAN M.VICENTE GLEZ;6;7,7
RH2;LEVADURA BOTE 900Grs;RH2;PONTEVICUS, S. L.;1;4,39
RH5;TURRON CHOCO.CRUJIENTE 1/200GR;RH5;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;10;1,35
RH6;UVAS PASAS EXTRA 1/400GR.;RH6;MERCASH SAR, S. L.;8;2,76
RH6;UVAS PASAS EXTRA 1/400GR.;RH6;PONTEVICUS, S. L.;6;4,49
RH7;GANCHO P/CORTINA PLAST.C/200Un;RH7;CARPINTERIA NAVAL NIETO S.L.;1;10
RH8;CUERDA NYLON CORRED. 16mm/100m;RH8;PAMPILLON CORDELERIAS, S.L.;3;5,25
RI2;TANZA 2.50 NEUTRA PT 1/500mt;RI2;CADILHE & SANTOS LDA;101;5,6
RS0;CAPSULA RISTRETTO 10CPS;RS0;DIST.AUTOMATICA BEBIDAS Y ALIMENTOS;2;3,82
RS1;SUAVIZ MIMOSIN NORM.2LT.33LAV.;RS1;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;60;1,62
RS3;RON BRUGAL A¥EJO SUPER. 1/70CL;RS3;MERCASH SAR, S. L.;6;10,25
RS4;GRAPADORA KOREANA JW-1000;RS4;PASAXE Suministros Navales, S. L.;3;141,67
RS5;CERVEZA VOLL-DAMM BOT.24/33cc;RS5;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;5;17,28
RS6;LIMPIA VITROCLEN 3EN1 1/250ml;RS6;CUEVAS CASH-IGNACIO DELAS CUEVAS SA;3;3,39
RS7;COSTILLA CERDO IBERICA;RS7;V.R.FABRICA DE EMBUTIDOS S.L.;14;5,34
RS8;PLATO CAMPING PLANO INOX 24;RS8;ENTREPOT NAVAL, S. L.;20;2,04
RS9;PLATO CAMPING HONDO INOX 22;RS9;FERRETERIA PLAZA, S. L.;1;3,04
